id,title,age_cat,rating_cat,genre_cat,runtime_cat,popularity_cat,score_cat,budget_cat,budget_efficiency_cat,director_age_cat,director_experience_cat,director_is_acclaimed,director_is_panned,director_efficiency_cat,star_age_cat,star_experience_cat,star_is_acclaimed,star_is_panned,star_efficiency_cat
4634,Need for Speed,old,PG-13,Action,long,very-high,high,very-high,high,adult,low,False,False,none,adult,low,False,False,none
4635,Rio 2,old,G,Animation,medium,high,low,very-high,high,adult,mid,False,False,high,adult,mid,True,False,high
4636,Seventh Son,old,PG-13,Action,medium,high,low,very-high,mid,elderly,low,False,False,mid,elderly,low,False,False,mid
4637,Exodus: Gods and Kings,old,PG-13,Action,long,very-high,low,very-high,mid,elderly,high,True,True,mid,adult,high,True,False,mid
4638,A Million Ways to Die in the West,old,R,Comedy,medium,very-high,low,high,mid,adult,low,False,False,high,adult,low,False,False,none
4639,Sabotage,old,R,Action,medium,high,low,high,low,adult,mid,True,False,high,adult,high,True,True,high
4640,Paddington,old,PG,Animation,medium,very-high,high,high,high,adult,low,False,False,none,adult,low,False,False,none
4641,Non-Stop,old,PG-13,Action,medium,very-high,high,high,high,adult,low,False,True,high,adult,high,True,True,high
4642,The Best of Me,old,PG-13,Drama,medium,high,high,mid,mid,adult,mid,False,False,mid,elderly,mid,False,False,low
4643,Horrible Bosses 2,old,R,Comedy,medium,very-high,low,high,mid,adult,low,False,False,low,adult,high,True,True,mid
4644,This Is Where I Leave You,old,R,Comedy,medium,high,high,mid,mid,adult,high,False,False,high,elderly,high,True,True,mid
4645,Into the Storm,old,PG-13,Action,short,high,low,high,high,adult,low,False,False,high,adult,low,False,False,none
4646,Penguins of Madagascar,old,PG,Animation,medium,high,high,very-high,mid,adult,mid,False,False,high,adult,low,False,False,none
4647,Jack Ryan: Shadow Recruit,old,PG-13,Action,medium,very-high,low,very-high,mid,adult,high,True,False,mid,adult,mid,True,False,mid
4648,The Book of Life,old,PG,Animation,medium,high,high,high,mid,adult,low,False,False,none,adult,low,False,False,mid
4649,The November Man,old,R,Action,medium,high,low,mid,mid,elderly,high,True,False,mid,adult,high,False,False,mid
4650,Dracula Untold,old,PG-13,Action,medium,very-high,low,very-high,high,adult,low,False,False,none,adult,low,False,False,low
4651,Unfriended,old,R,Horror,short,high,low,low,high,adult,low,False,False,none,adult,low,False,False,none
4652,I Origins,old,R,Drama,medium,very-high,very-high,low,low,adult,low,False,False,high,elderly,low,False,False,mid
4653,Transcendence,old,PG-13,Action,medium,very-high,low,very-high,mid,adult,low,False,False,none,adult,high,True,False,mid
4654,Endless Love,old,PG-13,Drama,medium,mid,low,mid,mid,adult,low,False,False,mid,young,low,False,False,none
4655,Before I Go to Sleep,old,R,Drama,medium,high,high,mid,low,adult,low,False,False,none,adult,high,True,True,mid
4656,The Good Lie,old,PG-13,Biography,medium,mid,very-high,mid,low,adult,low,False,False,none,adult,high,False,True,mid
4657,Deliver Us from Evil,old,R,Action,medium,high,low,high,mid,adult,mid,False,False,high,young,mid,True,False,mid
4658,The Raid 2,old,R,Action,long,very-high,very-high,low,mid,adult,low,True,False,high,adult,low,True,False,high
4659,Taken 3,old,PG-13,Action,medium,very-high,low,high,high,adult,mid,False,False,high,adult,high,True,True,high
4660,Pompeii,old,PG-13,Action,medium,very-high,low,very-high,mid,adult,high,False,True,mid,adult,low,False,False,none
4661,Ride Along,old,PG-13,Action,medium,very-high,low,mid,high,adult,mid,False,True,high,adult,high,False,True,high
4662,That Awkward Moment,old,R,Comedy,medium,high,low,low,high,adult,low,False,False,none,elderly,high,False,True,high
4663,The Homesman,old,R,Drama,long,mid,high,mid,low,elderly,low,True,False,low,young,high,True,True,mid
4664,"Men, Women & Children",old,R,Comedy,medium,mid,high,mid,low,adult,mid,True,False,high,adult,low,False,False,none
4665,Let's Be Cops,old,R,Action,medium,very-high,high,mid,high,adult,mid,False,True,mid,young,low,False,False,none
4666,A Most Violent Year,old,R,Action,long,high,high,mid,low,adult,low,False,False,high,elderly,low,True,False,mid
4667,The Loft,old,R,Other,medium,high,low,mid,low,adult,low,False,False,none,young,mid,False,True,low
4668,A Most Wanted Man,old,R,Crime,long,high,high,mid,mid,adult,low,False,False,high,adult,high,True,False,mid
4669,Clown,old,R,Horror,medium,mid,low,low,mid,adult,low,False,False,none,adult,low,False,False,none
4670,The Signal,old,PG-13,Drama,medium,high,low,low,low,adult,low,False,False,none,adult,low,False,False,none
4671,The Hundred-Foot Journey,old,PG,Comedy,long,high,high,mid,high,elderly,high,True,False,mid,adult,mid,False,True,mid
4672,Beyond the Lights,old,PG-13,Drama,medium,mid,high,low,mid,adult,low,False,False,mid,adult,low,False,False,mid
4673,Maps to the Stars,old,R,Comedy,medium,mid,low,mid,low,elderly,high,True,True,mid,young,high,True,False,mid
4674,If I Stay,old,PG-13,Drama,medium,very-high,high,mid,high,adult,low,False,False,none,elderly,low,False,False,mid
4675,Still Alice,old,PG-13,Drama,medium,very-high,very-high,low,high,elderly,low,False,False,none,adult,high,True,False,mid
4676,3 Days to Kill,old,PG-13,Action,medium,high,low,mid,mid,adult,mid,False,True,mid,adult,high,True,False,high
4677,Love & Mercy,old,PG-13,Biography,long,mid,very-high,mid,mid,adult,low,False,False,none,young,high,True,False,mid
4678,Big Eyes,old,PG-13,Biography,medium,high,high,mid,mid,adult,high,True,False,high,adult,mid,False,False,mid
4679,Addicted,old,R,Drama,medium,mid,very-low,low,high,adult,low,False,True,high,adult,low,False,False,none
4680,The Water Diviner,old,R,Drama,medium,high,high,mid,mid,adult,low,False,False,none,adult,high,True,True,mid
4681,Selma,old,PG-13,Biography,long,high,very-high,mid,high,adult,low,False,False,none,adult,low,False,False,none
4682,Veronica Mars,old,PG-13,Crime,medium,high,high,low,low,adult,low,False,False,none,adult,mid,True,True,high
4683,Million Dollar Arm,old,PG,Biography,long,mid,high,mid,mid,adult,low,False,False,mid,adult,low,False,False,none
4684,The One I Love,old,R,Comedy,medium,mid,high,low,high,adult,low,False,False,none,adult,low,False,False,high
4685,Jersey Boys,old,R,Biography,long,mid,high,high,mid,elderly,high,True,False,high,adult,low,False,False,none
4686,Draft Day,old,PG-13,Drama,medium,high,high,mid,mid,elderly,high,True,True,high,adult,high,True,False,high
4687,And So It Goes,old,PG-13,Comedy,medium,mid,low,mid,mid,elderly,high,True,True,mid,adult,high,True,False,high
4688,A Haunted House 2,old,R,Comedy,short,mid,very-low,low,high,adult,low,False,True,high,adult,mid,False,True,high
4689,The Gambler,old,R,Crime,medium,high,low,mid,mid,adult,low,True,False,high,adult,high,True,True,mid
4690,Cake,old,R,Drama,medium,mid,high,low,low,adult,low,False,False,mid,elderly,high,False,False,mid
4691,"I, Frankenstein",old,PG-13,Action,medium,high,very-low,very-high,mid,adult,low,False,False,none,adult,mid,True,False,high
4692,Muppets Most Wanted,old,PG,Adventure,medium,mid,high,high,mid,adult,low,False,False,high,adult,low,False,False,mid
4693,Pawn Sacrifice,old,PG-13,Biography,medium,mid,high,mid,low,elderly,high,True,False,mid,adult,high,True,False,high
4694,Left Behind,old,PG-13,Action,medium,mid,very-low,mid,mid,elderly,low,False,False,none,adult,high,True,True,mid
4695,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",old,PG,Comedy,short,mid,low,mid,high,adult,mid,False,False,mid,adult,high,True,True,high
4696,St. Vincent,old,PG-13,Comedy,medium,high,high,mid,high,adult,low,False,False,none,adult,high,True,False,high
4697,The Legend of Hercules,old,PG-13,Action,medium,high,very-low,very-high,low,adult,high,False,True,mid,adult,low,False,False,none
4698,Step Up All in,old,PG-13,Drama,medium,mid,low,high,mid,adult,low,False,False,none,adult,low,False,False,none
4699,God's Not Dead,old,PG,Drama,medium,mid,very-low,low,high,adult,low,False,False,none,elderly,low,False,False,none
4700,Winter's Tale,old,PG-13,Drama,medium,high,low,very-high,low,adult,low,False,False,none,young,high,True,False,mid
4701,Mr. Peabody & Sherman,old,PG,Animation,medium,high,high,very-high,mid,adult,mid,False,True,mid,young,low,False,False,none
4702,Tammy,old,R,Comedy,medium,mid,very-low,mid,high,adult,low,False,False,none,young,low,False,False,none
4703,A Long Way Down,old,R,Comedy,medium,mid,high,mid,low,adult,low,False,False,none,adult,high,False,False,mid
4704,The Rover,old,R,Action,medium,mid,high,mid,low,adult,low,False,False,none,adult,mid,True,False,mid
4705,Lost River,old,R,Drama,medium,mid,low,low,low,adult,low,False,False,none,adult,low,False,False,none
4706,Magic in the Moonlight,old,PG-13,Comedy,medium,high,high,mid,high,elderly,high,True,False,mid,elderly,mid,True,True,high
4707,The Quiet Ones,old,PG-13,Horror,medium,mid,very-low,low,high,adult,low,False,False,none,adult,low,False,False,none
4708,Barefoot,old,PG-13,Comedy,medium,mid,high,low,low,adult,mid,False,False,mid,adult,mid,False,False,mid
4709,No Good Deed,old,PG-13,Other,short,mid,low,mid,high,adult,low,False,False,none,adult,low,False,False,none
4710,Serena,old,R,Drama,medium,mid,very-low,high,low,adult,low,False,False,low,adult,mid,True,False,high
4711,The Duke of Burgundy,old,Unrated,Drama,medium,mid,high,low,low,adult,low,False,False,none,young,low,False,False,none
4712,Wish I Was Here,old,R,Comedy,medium,mid,high,low,low,adult,low,True,False,high,adult,mid,True,False,high
4713,Get on Up,old,PG-13,Biography,long,mid,high,high,mid,adult,low,True,False,high,adult,low,True,False,mid
4714,Suffragette,old,PG-13,Drama,medium,mid,high,mid,mid,adult,low,False,False,none,adult,low,False,False,high
4715,Ouija,old,PG-13,Horror,short,high,very-low,low,high,adult,low,False,False,none,adult,low,False,False,none
4716,Heaven Is for Real,old,PG,Biography,medium,mid,low,mid,high,elderly,mid,False,False,mid,adult,low,False,True,low
4717,While We're Young,old,R,Comedy,medium,mid,low,mid,mid,adult,low,False,False,high,young,high,False,True,high
4718,Think Like a Man Too,old,PG-13,Comedy,medium,mid,low,mid,mid,adult,mid,False,True,high,young,low,False,False,none
4719,Planes: Fire & Rescue,old,PG,Animation,short,mid,low,high,mid,adult,low,False,False,none,adult,low,False,False,mid
4720,Top Five,old,R,Comedy,medium,mid,high,mid,mid,adult,low,False,False,mid,adult,high,False,True,mid
4721,99 Homes,old,R,Drama,medium,mid,high,low,low,adult,low,False,False,none,adult,low,False,False,high
4722,Black or White,old,PG-13,Drama,long,mid,high,low,mid,adult,mid,True,True,mid,adult,high,True,False,high
4723,Laggies,old,R,Comedy,medium,mid,high,low,low,adult,low,False,False,high,adult,high,True,False,high
4724,Mad Max: Fury Road,recent,R,Action,long,very-high,very-high,very-high,mid,elderly,high,True,True,mid,adult,mid,True,False,high
4725,Avengers: Age of Ultron,recent,PG-13,Action,long,very-high,high,very-high,high,adult,low,True,False,high,adult,high,True,False,mid
4726,Crimson Peak,recent,R,Drama,medium,very-high,high,high,mid,adult,high,True,False,mid,young,low,False,False,high
4727,Furious 7,recent,PG-13,Action,long,very-high,high,very-high,high,adult,high,True,False,high,adult,high,False,False,high
4728,The Hateful Eight,recent,R,Crime,long,very-high,very-high,high,high,adult,high,True,False,high,adult,high,False,True,mid
4729,Ant-Man,recent,PG-13,Action,medium,very-high,high,very-high,high,adult,mid,False,False,high,young,mid,False,False,mid
4730,Fifty Shades of Grey,recent,R,Drama,long,very-high,very-low,high,high,adult,low,False,False,none,adult,low,False,False,none
4731,Sicario,recent,R,Action,long,very-high,very-high,high,mid,adult,low,True,False,mid,elderly,low,False,False,low
4732,The Witch,recent,R,Drama,medium,very-high,high,low,high,adult,low,False,False,none,adult,low,False,False,none
4733,The Big Short,recent,R,Biography,long,very-high,very-high,mid,high,adult,mid,False,False,mid,young,high,True,False,mid
4734,Jurassic World,recent,PG-13,Action,long,very-high,high,very-high,high,adult,low,False,False,high,adult,low,True,False,high
4735,The Revenant,recent,R,Action,long,very-high,very-high,very-high,high,adult,mid,True,False,high,young,high,True,False,high
4736,The Martian,recent,PG-13,Adventure,long,very-high,very-high,very-high,high,elderly,high,True,True,mid,adult,high,True,False,mid
4737,Room,recent,R,Drama,medium,very-high,very-high,mid,mid,adult,low,False,False,none,adult,low,False,False,none
4738,Inside Out,recent,PG,Animation,medium,very-high,very-high,very-high,high,adult,low,True,False,high,adult,low,True,False,high
4739,Spotlight,recent,R,Biography,long,very-high,very-high,mid,high,adult,low,True,False,high,adult,low,False,False,none
4740,American Ultra,recent,R,Action,medium,high,low,mid,low,adult,low,False,False,high,young,high,True,False,high
4741,The Man from U.N.C.L.E.,recent,PG-13,Action,medium,very-high,high,very-high,mid,adult,mid,True,True,mid,adult,mid,False,True,mid
4742,Terminator Genisys,recent,PG-13,Action,long,very-high,low,very-high,mid,adult,low,False,False,high,adult,high,True,True,high
4743,Cinderella,recent,PG,Drama,medium,very-high,high,very-high,high,adult,high,True,False,mid,adult,low,False,False,none
4744,Star Wars: Episode VII - The Force Awakens,recent,PG-13,Action,long,very-high,very-high,very-high,high,adult,mid,True,False,high,adult,low,False,False,none
4745,Spectre,recent,PG-13,Action,long,very-high,high,very-high,high,adult,high,True,False,high,elderly,high,True,False,mid
4746,Legend,recent,R,Biography,long,very-high,high,high,mid,adult,mid,True,True,mid,young,mid,True,False,high
4747,Chappie,recent,R,Action,long,very-high,high,high,mid,adult,low,True,False,high,young,low,True,False,high
4748,Knock Knock,recent,R,Drama,medium,high,very-low,low,mid,adult,mid,False,True,high,adult,high,True,False,mid
4749,In the Heart of the Sea,recent,PG-13,Action,long,very-high,high,very-high,low,elderly,high,True,True,high,adult,mid,False,True,mid
4750,The Bronze,recent,R,Comedy,medium,mid,low,low,low,adult,low,False,False,none,adult,low,False,False,none
4751,The Intern,recent,PG-13,Comedy,long,very-high,high,high,high,elderly,mid,False,False,high,adult,high,True,True,mid
4752,The Hunger Games: Mockingjay - Part 2,recent,PG-13,Action,long,very-high,high,very-high,high,adult,mid,True,False,high,adult,mid,True,False,high
4753,Everest,recent,PG-13,Action,long,very-high,high,high,high,adult,low,False,False,high,adult,low,False,False,none
4754,Blackhat,recent,R,Action,long,high,very-low,very-high,low,elderly,high,True,False,mid,elderly,mid,False,True,mid
4755,Spy,recent,R,Action,long,very-high,high,very-high,high,adult,low,False,False,high,young,low,False,True,high
4756,Fantastic Four,recent,PG-13,Action,medium,very-high,very-low,very-high,mid,adult,low,False,False,high,adult,mid,True,False,high
4757,Mission: Impossible - Rogue Nation,recent,PG-13,Action,long,very-high,very-high,very-high,high,adult,low,False,False,mid,adult,high,True,True,high
4758,The Visit,recent,PG-13,Horror,medium,very-high,low,low,high,adult,high,True,True,high,adult,low,False,False,none
4759,Vacation,recent,R,Adventure,medium,very-high,low,high,high,adult,low,False,False,none,young,low,False,False,none
4760,Creed,recent,PG-13,Drama,long,very-high,very-high,high,high,young,low,True,False,high,adult,low,True,False,high
4761,The Age of Adaline,recent,PG-13,Drama,medium,very-high,high,mid,mid,adult,low,False,False,none,young,low,False,False,none
4762,Black Mass,recent,R,Biography,long,very-high,high,high,mid,adult,low,False,False,high,adult,high,True,False,mid
4763,Focus,recent,R,Comedy,medium,very-high,high,high,high,adult,low,True,False,mid,young,high,True,True,high
4764,Home,recent,PG,Animation,medium,high,high,very-high,mid,elderly,low,False,False,high,young,low,False,False,none
4765,Jupiter Ascending,recent,PG-13,Action,long,very-high,very-low,very-high,mid,adult,mid,True,False,high,adult,high,False,False,high
4766,I Saw the Light,recent,R,Biography,long,low,low,mid,low,adult,low,False,False,none,adult,low,False,False,none
4767,Minions,recent,PG,Animation,medium,very-high,high,very-high,high,adult,low,False,False,none,adult,high,True,True,high
4768,Pitch Perfect 2,recent,PG-13,Comedy,medium,very-high,high,mid,high,adult,low,False,False,none,adult,low,False,False,high
4769,San Andreas,recent,PG-13,Action,medium,very-high,low,very-high,high,adult,low,False,False,high,adult,high,False,True,mid
4770,Trainwreck,recent,R,Comedy,long,very-high,low,high,high,adult,mid,False,False,high,adult,low,False,False,none
